FlightID,AirlineID,AircraftID,DepartureLocationID,ArrivalLocationID,DepartureTime,ArrivalTime,FlightDuration,PassengerCount
604,2,1,1,1,2024-11-11 19:07:15.078759,2024-11-11 23:07:15.078759,4,170
605,2,1,5,6,2025-02-19 19:07:15.078765,2025-02-19 23:07:15.078765,4,273
606,5,4,4,2,2024-10-20 19:07:15.078772,2024-10-20 22:07:15.078772,3,158
607,1,2,4,5,2024-05-03 19:07:15.078778,2024-05-04 02:07:15.078778,7,82
608,1,4,2,4,2025-02-09 19:07:15.078785,2025-02-10 06:07:15.078785,11,260
609,2,3,5,7,2024-12-25 19:07:15.078791,2024-12-26 05:07:15.078791,10,167
610,6,4,3,6,2024-08-10 19:07:15.078797,2024-08-10 23:07:15.078797,4,194
611,4,3,8,3,2024-12-03 19:07:15.078804,2024-12-04 06:07:15.078804,11,143
612,3,4,8,7,2024-11-09 19:07:15.078810,2024-11-09 21:07:15.078810,2,269
613,1,2,3,4,2025-01-06 19:07:15.078816,2025-01-07 04:07:15.078816,9,253
614,6,1,2,1,2024-05-05 19:07:15.078823,2024-05-05 20:07:15.078823,1,241
615,6,4,2,6,2024-05-21 19:07:15.078830,2024-05-22 01:07:15.078830,6,149
616,2,4,6,5,2024-06-10 19:07:15.078837,2024-06-11 02:07:15.078837,7,110
617,4,2,8,6,2024-08-07 19:07:15.078843,2024-08-08 01:07:15.078843,6,276
618,1,3,3,1,2024-08-07 19:07:15.078849,2024-08-08 06:07:15.078849,11,188
619,1,2,2,5,2024-07-28 19:07:15.078855,2024-07-29 02:07:15.078855,7,81
620,4,1,3,8,2025-01-05 19:07:15.078862,2025-01-06 05:07:15.078862,10,144
621,1,2,3,5,2024-09-13 19:07:15.078868,2024-09-13 23:07:15.078868,4,159
622,1,4,5,7,2024-06-17 19:07:15.078874,2024-06-17 20:07:15.078874,1,103
623,4,3,7,6,2024-09-25 19:07:15.078881,2024-09-25 23:07:15.078881,4,236
624,2,4,4,7,2024-10-11 19:07:15.078887,2024-10-12 06:07:15.078887,11,285
625,4,4,8,1,2024-07-28 19:07:15.078894,2024-07-28 22:07:15.078894,3,292
626,6,2,7,3,2024-09-18 19:07:15.078900,2024-09-19 06:07:15.078900,11,108
627,1,3,1,1,2025-01-13 19:07:15.078906,2025-01-14 00:07:15.078906,5,137
628,6,2,6,1,2025-03-12 19:07:15.078913,2025-03-12 20:07:15.078913,1,250
629,3,2,4,2,2024-06-15 19:07:15.078919,2024-06-15 22:07:15.078919,3,230
630,3,4,6,2,2024-05-28 19:07:15.078925,2024-05-29 03:07:15.078925,8,284
631,4,2,7,7,2025-03-27 19:07:15.078933,2025-03-28 02:07:15.078933,7,103
632,3,4,2,3,2025-03-25 19:07:15.078940,2025-03-26 06:07:15.078940,11,229
633,1,2,4,7,2025-02-16 19:07:15.078947,2025-02-17 00:07:15.078947,5,60
634,2,2,4,5,2024-09-21 19:07:15.078953,2024-09-21 21:07:15.078953,2,278
635,2,3,2,6,2024-07-15 19:07:15.078960,2024-07-16 06:07:15.078960,11,298
636,4,1,1,7,2024-12-12 19:07:15.078966,2024-12-13 04:07:15.078966,9,283
637,2,3,1,3,2024-12-30 19:07:15.078972,2024-12-31 07:07:15.078972,12,289
638,3,3,7,7,2025-02-08 19:07:15.078978,2025-02-09 01:07:15.078978,6,136
639,4,4,8,7,2025-01-21 19:07:15.078984,2025-01-21 22:07:15.078984,3,140
640,1,1,1,6,2024-05-15 19:07:15.078990,2024-05-15 21:07:15.078990,2,176
641,4,4,1,5,2024-06-12 19:07:15.078996,2024-06-12 20:07:15.078996,1,93
642,3,3,8,6,2024-07-08 19:07:15.079003,2024-07-09 05:07:15.079003,10,122
643,1,1,6,2,2024-06-20 19:07:15.079009,2024-06-21 02:07:15.079009,7,206
644,3,1,3,1,2024-05-06 19:07:15.079015,2024-05-07 05:07:15.079015,10,175
645,5,2,8,7,2024-09-17 19:07:15.079021,2024-09-17 23:07:15.079021,4,56
646,1,2,5,2,2024-09-04 19:07:15.079027,2024-09-04 21:07:15.079027,2,232
647,3,1,4,6,2024-04-21 19:07:15.079034,2024-04-21 23:07:15.079034,4,155
648,3,2,4,6,2024-11-11 19:07:15.079040,2024-11-11 20:07:15.079040,1,51
649,6,3,8,6,2024-11-19 19:07:15.079047,2024-11-20 05:07:15.079047,10,146
650,1,4,5,4,2024-09-05 19:07:15.079053,2024-09-05 22:07:15.079053,3,51
651,6,2,7,3,2025-02-13 19:07:15.079059,2025-02-14 04:07:15.079059,9,166
652,1,4,2,7,2024-11-06 19:07:15.079065,2024-11-07 04:07:15.079065,9,115
653,1,2,4,3,2025-02-19 19:07:15.079071,2025-02-20 02:07:15.079071,7,103
654,2,3,3,3,2024-08-12 19:07:15.079077,2024-08-13 03:07:15.079077,8,158
655,3,4,2,6,2025-03-10 19:07:15.079083,2025-03-11 07:07:15.079083,12,140
656,5,2,8,3,2025-02-20 19:07:15.079090,2025-02-20 21:07:15.079090,2,283
657,4,2,7,6,2024-09-25 19:07:15.079096,2024-09-25 23:07:15.079096,4,265
658,5,3,8,5,2025-02-18 19:07:15.079102,2025-02-19 00:07:15.079102,5,102
659,2,4,8,3,2024-07-27 19:07:15.079109,2024-07-28 05:07:15.079109,10,218
660,1,3,4,1,2025-01-16 19:07:15.079115,2025-01-17 00:07:15.079115,5,138
661,5,4,8,2,2024-10-24 19:07:15.079122,2024-10-25 00:07:15.079122,5,216
662,1,3,3,2,2025-02-24 19:07:15.079128,2025-02-25 00:07:15.079128,5,212
663,2,1,7,3,2024-06-17 19:07:15.079134,2024-06-17 22:07:15.079134,3,268
664,2,4,1,7,2024-04-30 19:07:15.079141,2024-05-01 06:07:15.079141,11,74
665,1,3,4,8,2024-11-01 19:07:15.079147,2024-11-02 03:07:15.079147,8,245
666,1,3,2,1,2025-03-18 19:07:15.079153,2025-03-19 00:07:15.079153,5,105
667,3,4,2,4,2025-03-27 19:07:15.079160,2025-03-28 03:07:15.079160,8,139
668,4,2,5,2,2024-05-20 19:07:15.079166,2024-05-20 22:07:15.079166,3,233
669,6,3,4,3,2024-04-19 19:07:15.079172,2024-04-20 00:07:15.079172,5,187
670,4,2,4,6,2025-01-24 19:07:15.079179,2025-01-25 04:07:15.079179,9,245
671,2,2,2,5,2024-05-11 19:07:15.079184,2024-05-12 00:07:15.079184,5,211
672,3,2,1,3,2024-08-05 19:07:15.079191,2024-08-05 22:07:15.079191,3,75
673,3,3,5,5,2024-08-11 19:07:15.079198,2024-08-12 00:07:15.079198,5,247
674,2,4,7,2,2024-12-25 19:07:15.079250,2024-12-25 21:07:15.079250,2,72
675,1,1,7,7,2025-02-05 19:07:15.079257,2025-02-05 22:07:15.079257,3,203
676,5,4,2,2,2024-07-10 19:07:15.079263,2024-07-11 02:07:15.079263,7,219
677,3,4,3,3,2025-03-13 19:07:15.079272,2025-03-13 21:07:15.079272,2,202
678,1,2,2,2,2024-12-16 19:07:15.079283,2024-12-17 07:07:15.079283,12,178
679,3,3,2,5,2024-10-24 19:07:15.079294,2024-10-25 00:07:15.079294,5,233
680,2,3,5,2,2025-03-01 19:07:15.079304,2025-03-02 05:07:15.079304,10,217
681,6,2,3,2,2024-11-11 19:07:15.079314,2024-11-12 04:07:15.079314,9,179
682,4,2,3,1,2025-03-06 19:07:15.079320,2025-03-07 06:07:15.079320,11,203
683,5,1,3,4,2025-03-21 19:07:15.079327,2025-03-21 21:07:15.079327,2,83
684,6,1,3,8,2024-10-19 19:07:15.079334,2024-10-20 03:07:15.079334,8,51
685,4,2,1,8,2025-01-30 19:07:15.079340,2025-01-31 03:07:15.079340,8,282
686,4,4,1,3,2025-01-10 19:07:15.079347,2025-01-11 05:07:15.079347,10,288
687,1,1,8,1,2024-10-08 19:07:15.079353,2024-10-08 23:07:15.079353,4,87
688,1,2,4,4,2024-11-12 19:07:15.079359,2024-11-12 22:07:15.079359,3,192
689,1,1,2,8,2024-09-19 19:07:15.079366,2024-09-20 07:07:15.079366,12,113
690,4,1,4,7,2024-11-03 19:07:15.079372,2024-11-04 01:07:15.079372,6,130
691,3,3,2,8,2024-09-26 19:07:15.079378,2024-09-26 22:07:15.079378,3,280
692,4,2,6,2,2024-07-06 19:07:15.079385,2024-07-07 07:07:15.079385,12,132
693,5,4,5,6,2024-12-08 19:07:15.079391,2024-12-09 04:07:15.079391,9,53
694,2,4,4,1,2025-02-07 19:07:15.079397,2025-02-07 23:07:15.079397,4,115
695,1,2,3,2,2024-12-06 19:07:15.079404,2024-12-06 21:07:15.079404,2,258
696,5,4,5,6,2024-09-06 19:07:15.079415,2024-09-07 07:07:15.079415,12,163
697,6,3,3,8,2025-03-29 19:07:15.079425,2025-03-30 02:07:15.079425,7,148
698,5,4,6,7,2025-01-01 19:07:15.079436,2025-01-02 02:07:15.079436,7,240
699,2,3,6,4,2024-07-31 19:07:15.079443,2024-08-01 06:07:15.079443,11,106
700,5,4,6,2,2024-09-14 19:07:15.079449,2024-09-15 07:07:15.079449,12,78
701,4,4,1,4,2025-01-29 19:07:15.079456,2025-01-29 21:07:15.079456,2,144
702,4,1,5,8,2024-08-08 19:07:15.079462,2024-08-09 00:07:15.079462,5,208
703,1,3,5,3,2024-12-10 19:07:15.079469,2024-12-11 07:07:15.079469,12,92
704,2,1,2,6,2025-01-14 19:07:15.079475,2025-01-15 03:07:15.079475,8,114
705,4,2,6,4,2024-08-04 19:07:15.079482,2024-08-05 04:07:15.079482,9,176
706,5,2,8,3,2024-10-05 19:07:15.079488,2024-10-05 20:07:15.079488,1,68
707,6,3,3,7,2024-11-20 19:07:15.079494,2024-11-20 23:07:15.079494,4,73
708,3,2,2,8,2024-06-27 19:07:15.079501,2024-06-28 00:07:15.079501,5,135
709,4,1,4,5,2024-05-17 19:07:15.079507,2024-05-17 20:07:15.079507,1,58
710,3,4,7,7,2025-04-11 19:07:15.079513,2025-04-11 23:07:15.079513,4,171
711,6,1,4,3,2025-03-18 19:07:15.079520,2025-03-19 00:07:15.079520,5,232
712,3,2,4,4,2024-12-01 19:07:15.079526,2024-12-01 23:07:15.079526,4,63
713,6,1,3,1,2025-01-17 19:07:15.079532,2025-01-17 23:07:15.079532,4,202
714,2,4,3,5,2024-05-31 19:07:15.079538,2024-06-01 00:07:15.079538,5,231
715,6,1,3,2,2024-11-21 19:07:15.079545,2024-11-22 05:07:15.079545,10,155
716,3,3,5,8,2024-07-25 19:07:15.079551,2024-07-26 01:07:15.079551,6,59
717,6,2,1,2,2024-12-21 19:07:15.079558,2024-12-22 00:07:15.079558,5,79
718,2,3,3,8,2024-08-14 19:07:15.079564,2024-08-14 21:07:15.079564,2,142
719,4,2,3,4,2024-10-11 19:07:15.079570,2024-10-12 02:07:15.079570,7,137
720,4,2,1,5,2025-04-02 19:07:15.079576,2025-04-03 02:07:15.079576,7,164
721,3,1,1,8,2025-03-19 19:07:15.079583,2025-03-19 20:07:15.079583,1,294
722,4,1,6,7,2024-11-22 19:07:15.079590,2024-11-23 05:07:15.079590,10,291
723,4,2,3,8,2024-12-09 19:07:15.079596,2024-12-10 07:07:15.079596,12,125
724,2,1,1,7,2024-08-04 19:07:15.079602,2024-08-05 03:07:15.079602,8,108
725,2,4,3,7,2025-03-08 19:07:15.079609,2025-03-09 06:07:15.079609,11,86
726,4,4,1,7,2024-11-17 19:07:15.079616,2024-11-17 20:07:15.079616,1,269
727,1,3,5,4,2024-05-15 19:07:15.079622,2024-05-16 00:07:15.079622,5,128
728,2,4,2,3,2024-11-14 19:07:15.079628,2024-11-15 01:07:15.079628,6,191
729,4,4,7,1,2025-01-22 19:07:15.079634,2025-01-22 21:07:15.079634,2,254
730,3,2,1,2,2024-05-24 19:07:15.079640,2024-05-25 02:07:15.079640,7,264
731,4,3,6,2,2025-02-28 19:07:15.079649,2025-03-01 02:07:15.079649,7,92
732,3,1,8,5,2024-08-25 19:07:15.079656,2024-08-25 23:07:15.079656,4,79
733,2,1,8,8,2024-09-20 19:07:15.079662,2024-09-21 04:07:15.079662,9,162
734,1,2,3,6,2024-08-31 19:07:15.079668,2024-08-31 21:07:15.079668,2,109
735,3,3,7,7,2024-11-06 19:07:15.079675,2024-11-07 06:07:15.079675,11,216
736,6,4,3,4,2024-10-15 19:07:15.079682,2024-10-16 01:07:15.079682,6,248
737,6,4,7,8,2024-10-20 19:07:15.079688,2024-10-20 22:07:15.079688,3,124
738,2,3,4,8,2024-09-02 19:07:15.079695,2024-09-03 00:07:15.079695,5,183
739,6,1,7,5,2025-02-05 19:07:15.079701,2025-02-05 20:07:15.079701,1,199
740,6,3,6,4,2024-04-27 19:07:15.079708,2024-04-27 21:07:15.079708,2,189
741,5,1,6,3,2024-08-13 19:07:15.079714,2024-08-14 03:07:15.079714,8,144
742,3,3,6,2,2024-10-19 19:07:15.079720,2024-10-20 00:07:15.079720,5,127
743,2,1,3,8,2024-10-14 19:07:15.079727,2024-10-14 21:07:15.079727,2,156
744,1,4,7,5,2024-07-13 19:07:15.079733,2024-07-14 04:07:15.079733,9,56
745,1,3,3,7,2024-12-27 19:07:15.079740,2024-12-28 04:07:15.079740,9,92
746,6,3,4,1,2024-09-15 19:07:15.079746,2024-09-15 22:07:15.079746,3,278
747,1,3,6,3,2024-08-08 19:07:15.079752,2024-08-09 03:07:15.079752,8,212
748,6,3,5,8,2025-03-07 19:07:15.079759,2025-03-08 00:07:15.079759,5,175
749,6,3,4,5,2024-11-22 19:07:15.079766,2024-11-23 05:07:15.079766,10,54
750,2,2,6,2,2024-12-21 19:07:15.079772,2024-12-22 04:07:15.079772,9,114
751,6,3,5,6,2024-08-26 19:07:15.079778,2024-08-26 23:07:15.079778,4,137
752,3,1,2,3,2025-04-13 19:07:15.079784,2025-04-14 00:07:15.079784,5,249
753,3,1,2,6,2024-12-19 19:07:15.079791,2024-12-20 06:07:15.079791,11,55
754,6,1,5,4,2024-09-12 19:07:15.079797,2024-09-12 20:07:15.079797,1,258
755,3,1,7,7,2024-09-19 19:07:15.079803,2024-09-19 20:07:15.079803,1,169
756,5,3,8,7,2024-10-20 19:07:15.079809,2024-10-21 02:07:15.079809,7,242
757,6,2,4,7,2024-12-18 19:07:15.079815,2024-12-19 07:07:15.079815,12,220
758,6,4,2,7,2024-12-15 19:07:15.079821,2024-12-16 04:07:15.079821,9,211
759,4,2,1,4,2024-11-02 19:07:15.079828,2024-11-03 02:07:15.079828,7,279
760,1,3,3,5,2025-03-23 19:07:15.079834,2025-03-23 21:07:15.079834,2,132
761,4,3,6,6,2024-09-15 19:07:15.079840,2024-09-16 07:07:15.079840,12,128
762,1,1,7,3,2025-03-13 19:07:15.079848,2025-03-14 01:07:15.079848,6,113
763,6,3,5,6,2025-03-12 19:07:15.079854,2025-03-13 05:07:15.079854,10,90
764,6,1,8,8,2024-12-20 19:07:15.079860,2024-12-21 06:07:15.079860,11,294
765,6,2,3,3,2024-07-05 19:07:15.079867,2024-07-05 21:07:15.079867,2,116
766,2,2,4,7,2025-01-08 19:07:15.079873,2025-01-08 23:07:15.079873,4,274
767,2,2,7,8,2024-09-16 19:07:15.079879,2024-09-16 22:07:15.079879,3,135
768,5,1,5,5,2025-03-23 19:07:15.079885,2025-03-23 20:07:15.079885,1,59
769,3,1,5,4,2025-04-08 19:07:15.079892,2025-04-08 20:07:15.079892,1,90
770,4,1,5,3,2024-09-05 19:07:15.079898,2024-09-06 01:07:15.079898,6,232
771,5,2,3,5,2025-01-25 19:07:15.079904,2025-01-26 07:07:15.079904,12,234
772,3,1,7,2,2024-12-15 19:07:15.079911,2024-12-15 22:07:15.079911,3,116
773,2,4,3,1,2024-07-25 19:07:15.079917,2024-07-26 01:07:15.079917,6,231
774,5,3,3,7,2025-03-19 19:07:15.079923,2025-03-19 23:07:15.079923,4,165
775,2,3,7,6,2024-10-11 19:07:15.079930,2024-10-12 06:07:15.079930,11,250
776,4,4,8,2,2024-06-11 19:07:15.079937,2024-06-12 06:07:15.079937,11,76
777,5,2,2,5,2024-11-06 19:07:15.079944,2024-11-07 03:07:15.079944,8,98
778,5,1,1,1,2024-11-04 19:07:15.079950,2024-11-05 07:07:15.079950,12,150
779,6,2,2,4,2024-08-28 19:07:15.079956,2024-08-29 00:07:15.079956,5,106
780,3,1,6,6,2024-08-16 19:07:15.079963,2024-08-17 01:07:15.079963,6,238
781,6,1,8,3,2024-08-19 19:07:15.079969,2024-08-19 20:07:15.079969,1,274
782,2,1,3,6,2024-09-25 19:07:15.079975,2024-09-26 05:07:15.079975,10,90
783,4,2,8,4,2025-02-21 19:07:15.079983,2025-02-22 00:07:15.079983,5,88
784,6,4,6,3,2024-05-18 19:07:15.079989,2024-05-18 20:07:15.079989,1,258
785,3,4,5,5,2024-05-22 19:07:15.079996,2024-05-22 20:07:15.079996,1,300
786,1,3,6,4,2024-06-16 19:07:15.080003,2024-06-17 01:07:15.080003,6,252
787,3,1,1,5,2025-02-13 19:07:15.080009,2025-02-14 03:07:15.080009,8,288
788,4,2,1,7,2025-01-29 19:07:15.080015,2025-01-29 21:07:15.080015,2,198
789,2,2,6,6,2024-11-24 19:07:15.080021,2024-11-25 02:07:15.080021,7,94
790,4,2,8,4,2024-06-14 19:07:15.080027,2024-06-14 20:07:15.080027,1,83
791,1,4,4,2,2025-04-12 19:07:15.080033,2025-04-13 04:07:15.080033,9,95
792,1,1,1,1,2025-04-02 19:07:15.080040,2025-04-03 00:07:15.080040,5,159
793,4,3,5,1,2024-08-15 19:07:15.080046,2024-08-16 05:07:15.080046,10,297
794,3,3,3,5,2025-03-28 19:07:15.080052,2025-03-29 03:07:15.080052,8,169
795,4,2,4,4,2025-04-01 19:07:15.080059,2025-04-02 03:07:15.080059,8,102
796,2,2,8,3,2024-09-11 19:07:15.080069,2024-09-11 20:07:15.080069,1,131
797,4,4,2,5,2025-04-14 19:07:15.080080,2025-04-15 03:07:15.080080,8,233
798,1,4,2,4,2024-12-03 19:07:15.080091,2024-12-04 07:07:15.080091,12,222
799,1,2,4,5,2024-06-11 19:07:15.080097,2024-06-12 02:07:15.080097,7,278
800,2,2,2,4,2024-05-28 19:07:15.080105,2024-05-29 01:07:15.080105,6,64
801,1,1,3,5,2025-04-04 19:07:15.080111,2025-04-05 06:07:15.080111,11,63
802,2,2,5,4,2024-06-23 19:07:15.080117,2024-06-24 04:07:15.080117,9,198
803,6,1,6,3,2024-06-09 19:07:15.080124,2024-06-10 04:07:15.080124,9,217
804,5,1,3,3,2025-03-13 19:07:15.080130,2025-03-13 22:07:15.080130,3,162
805,4,2,7,6,2024-05-02 19:07:15.080137,2024-05-03 07:07:15.080137,12,251
806,3,1,5,5,2024-08-29 19:07:15.080143,2024-08-30 05:07:15.080143,10,62
807,6,1,3,8,2025-03-08 19:07:15.080150,2025-03-09 00:07:15.080150,5,63
808,4,1,4,6,2024-07-24 19:07:15.080156,2024-07-24 22:07:15.080156,3,290
809,4,4,5,7,2024-11-05 19:07:15.080162,2024-11-05 20:07:15.080162,1,126
810,6,4,4,6,2025-02-12 19:07:15.080168,2025-02-12 22:07:15.080168,3,112
811,3,3,2,8,2024-05-16 19:07:15.080175,2024-05-16 22:07:15.080175,3,92
812,3,1,5,8,2024-07-22 19:07:15.080181,2024-07-22 20:07:15.080181,1,160
813,5,4,8,1,2024-05-22 19:07:15.080187,2024-05-22 21:07:15.080187,2,199
814,5,4,3,2,2024-05-23 19:07:15.080194,2024-05-23 21:07:15.080194,2,141
815,5,4,4,2,2025-01-05 19:07:15.080222,2025-01-05 23:07:15.080222,4,186
816,5,1,3,5,2025-01-13 19:07:15.080229,2025-01-14 01:07:15.080229,6,147
817,5,1,4,6,2024-04-30 19:07:15.080235,2024-05-01 04:07:15.080235,9,245
818,4,1,5,8,2024-06-16 19:07:15.080241,2024-06-16 22:07:15.080241,3,189
819,6,4,2,4,2024-05-29 19:07:15.080248,2024-05-30 03:07:15.080248,8,127
820,3,4,1,3,2024-11-13 19:07:15.080255,2024-11-14 02:07:15.080255,7,268
821,6,3,1,7,2024-10-07 19:07:15.080261,2024-10-08 03:07:15.080261,8,275
822,4,1,3,3,2024-11-19 19:07:15.080267,2024-11-19 21:07:15.080267,2,220
823,6,3,7,3,2024-08-09 19:07:15.080273,2024-08-10 00:07:15.080273,5,143
824,4,1,6,1,2024-05-02 19:07:15.080279,2024-05-03 04:07:15.080279,9,135
825,5,1,8,8,2024-05-26 19:07:15.080285,2024-05-27 01:07:15.080285,6,257
826,4,3,1,5,2025-01-09 19:07:15.080292,2025-01-10 07:07:15.080292,12,54
827,1,2,2,2,2024-09-09 19:07:15.080298,2024-09-10 04:07:15.080298,9,248
828,2,1,3,2,2024-05-09 19:07:15.080304,2024-05-10 04:07:15.080304,9,156
829,4,2,3,6,2025-02-07 19:07:15.080310,2025-02-08 07:07:15.080310,12,131
830,5,4,8,8,2025-02-03 19:07:15.080322,2025-02-03 20:07:15.080322,1,258
831,3,1,1,4,2024-06-27 19:07:15.080328,2024-06-28 04:07:15.080328,9,61
832,5,3,7,4,2024-09-10 19:07:15.080335,2024-09-11 05:07:15.080335,10,81
833,1,3,8,6,2025-01-05 19:07:15.080346,2025-01-05 23:07:15.080346,4,116
834,4,1,4,4,2025-02-09 19:07:15.080357,2025-02-10 05:07:15.080357,10,282
835,5,2,8,7,2024-10-28 19:07:15.080368,2024-10-29 00:07:15.080368,5,160
836,4,4,2,1,2024-07-03 19:07:15.080387,2024-07-03 23:07:15.080387,4,202
837,1,2,6,6,2025-02-25 19:07:15.080395,2025-02-26 05:07:15.080395,10,88
838,6,1,7,4,2024-12-08 19:07:15.080405,2024-12-09 06:07:15.080405,11,95
839,4,2,3,8,2025-04-08 19:07:15.080417,2025-04-08 21:07:15.080417,2,242
840,3,4,6,8,2024-10-03 19:07:15.080427,2024-10-03 22:07:15.080427,3,127
841,3,3,6,6,2024-07-16 19:07:15.080445,2024-07-17 00:07:15.080445,5,89
842,2,1,7,4,2024-09-08 19:07:15.080452,2024-09-09 00:07:15.080452,5,192
843,6,3,2,4,2025-03-25 19:07:15.080461,2025-03-25 22:07:15.080461,3,150
844,2,1,2,5,2024-08-22 19:07:15.080472,2024-08-22 20:07:15.080472,1,122
845,2,3,7,5,2024-11-27 19:07:15.080483,2024-11-27 20:07:15.080483,1,102
846,2,1,7,7,2025-01-13 19:07:15.080494,2025-01-13 21:07:15.080494,2,195
847,5,3,7,8,2025-02-15 19:07:15.080504,2025-02-16 00:07:15.080504,5,131
848,1,4,6,8,2024-09-08 19:07:15.080521,2024-09-09 07:07:15.080521,12,54
849,4,2,7,8,2024-09-20 19:07:15.080530,2024-09-21 02:07:15.080530,7,130
850,1,4,5,8,2024-09-21 19:07:15.080536,2024-09-22 01:07:15.080536,6,162
851,3,4,2,5,2024-10-16 19:07:15.080542,2024-10-16 22:07:15.080542,3,297
852,5,1,4,7,2024-07-17 19:07:15.080549,2024-07-18 04:07:15.080549,9,283
853,6,3,3,5,2024-09-18 19:07:15.080556,2024-09-19 04:07:15.080556,9,293
854,6,1,5,4,2025-03-17 19:07:15.080562,2025-03-18 04:07:15.080562,9,91
855,6,2,6,3,2024-09-28 19:07:15.080568,2024-09-29 05:07:15.080568,10,225
856,6,4,6,2,2025-02-16 19:07:15.080574,2025-02-16 23:07:15.080574,4,158
857,3,2,2,5,2024-09-03 19:07:15.080581,2024-09-03 21:07:15.080581,2,141
858,5,4,6,2,2025-03-30 19:07:15.080587,2025-03-31 06:07:15.080587,11,75
859,5,3,5,1,2025-04-16 19:07:15.080594,2025-04-17 01:07:15.080594,6,240
860,3,4,8,1,2025-03-05 19:07:15.080600,2025-03-05 21:07:15.080600,2,259
861,1,3,4,4,2025-02-19 19:07:15.080607,2025-02-20 05:07:15.080607,10,82
862,1,4,4,8,2024-05-09 19:07:15.080615,2024-05-10 05:07:15.080615,10,275
863,6,3,8,2,2025-01-14 19:07:15.080622,2025-01-15 06:07:15.080622,11,193
864,6,4,7,5,2024-08-13 19:07:15.080629,2024-08-14 04:07:15.080629,9,150
865,3,3,1,6,2025-03-18 19:07:15.080635,2025-03-19 02:07:15.080635,7,105
866,6,1,2,6,2025-02-19 19:07:15.080644,2025-02-19 21:07:15.080644,2,199
867,3,2,1,3,2024-06-11 19:07:15.080651,2024-06-12 00:07:15.080651,5,93
868,3,3,8,6,2024-08-26 19:07:15.080657,2024-08-27 06:07:15.080657,11,154
869,6,1,1,1,2025-02-14 19:07:15.080663,2025-02-15 07:07:15.080663,12,251
870,4,4,3,8,2024-10-30 19:07:15.080670,2024-10-31 02:07:15.080670,7,240
871,5,3,1,7,2024-07-16 19:07:15.080676,2024-07-17 07:07:15.080676,12,65
872,5,1,1,1,2024-05-15 19:07:15.080682,2024-05-15 21:07:15.080682,2,191
873,4,4,8,5,2024-07-23 19:07:15.080689,2024-07-24 07:07:15.080689,12,121
874,2,4,3,5,2025-03-20 19:07:15.080695,2025-03-21 04:07:15.080695,9,177
875,2,3,3,8,2024-05-22 19:07:15.080701,2024-05-22 21:07:15.080701,2,247
876,6,2,8,7,2024-12-24 19:07:15.080708,2024-12-25 01:07:15.080708,6,99
877,4,4,5,4,2024-08-05 19:07:15.080714,2024-08-06 03:07:15.080714,8,63
878,1,2,2,3,2024-12-17 19:07:15.080721,2024-12-18 07:07:15.080721,12,257
879,6,1,3,3,2025-02-10 19:07:15.080727,2025-02-11 06:07:15.080727,11,257
880,5,4,3,6,2024-10-25 19:07:15.080733,2024-10-26 01:07:15.080733,6,289
881,1,3,8,8,2024-10-16 19:07:15.080740,2024-10-16 22:07:15.080740,3,295
882,1,3,4,2,2024-05-29 19:07:15.080746,2024-05-30 06:07:15.080746,11,237
883,5,1,2,1,2024-07-18 19:07:15.080753,2024-07-19 00:07:15.080753,5,272
884,4,4,7,1,2024-08-07 19:07:15.080762,2024-08-08 07:07:15.080762,12,105
885,1,1,3,5,2024-04-26 19:07:15.080769,2024-04-27 00:07:15.080769,5,171
886,4,2,2,4,2024-08-25 19:07:15.080775,2024-08-26 01:07:15.080775,6,170
887,5,2,7,2,2024-08-23 19:07:15.080781,2024-08-23 20:07:15.080781,1,121
888,6,4,6,7,2025-03-02 19:07:15.080788,2025-03-03 00:07:15.080788,5,225
889,4,4,2,8,2024-09-01 19:07:15.080794,2024-09-01 23:07:15.080794,4,287
890,2,1,7,8,2024-10-05 19:07:15.080800,2024-10-06 02:07:15.080800,7,63
891,2,4,8,4,2025-04-02 19:07:15.080806,2025-04-03 05:07:15.080806,10,146
892,3,3,8,3,2024-11-10 19:07:15.080812,2024-11-10 20:07:15.080812,1,205
893,2,4,1,7,2024-07-29 19:07:15.080819,2024-07-30 03:07:15.080819,8,94
894,1,1,2,2,2024-12-30 19:07:15.080825,2024-12-31 02:07:15.080825,7,116
895,2,4,1,3,2024-08-25 19:07:15.080831,2024-08-26 05:07:15.080831,10,107
896,2,3,5,3,2024-05-17 19:07:15.080837,2024-05-18 06:07:15.080837,11,61
897,1,1,5,3,2024-09-24 19:07:15.080844,2024-09-25 07:07:15.080844,12,152
898,3,3,3,3,2025-03-15 19:07:15.080850,2025-03-16 03:07:15.080850,8,119
899,3,1,3,2,2024-11-05 19:07:15.080857,2024-11-06 04:07:15.080857,9,278
900,6,1,4,8,2025-03-03 19:07:15.080863,2025-03-04 03:07:15.080863,8,85
901,4,2,7,4,2024-07-21 19:07:15.080869,2024-07-21 21:07:15.080869,2,220
902,5,3,7,2,2024-10-28 19:07:15.080876,2024-10-28 20:07:15.080876,1,131
903,5,4,4,3,2024-09-12 19:07:15.080885,2024-09-12 20:07:15.080885,1,74
904,3,2,3,1,2024-09-06 19:07:15.080891,2024-09-06 20:07:15.080891,1,146
905,1,4,3,6,2025-03-22 19:07:15.080897,2025-03-22 21:07:15.080897,2,57
